"query","field"
"Terms: platform economy model=نموذج اقتصاد المنصة - data monetization strategy=استراتيجية تحويل البيانات إلى نقود - network externality effect=تأثير ال externalية الشبكية - digital tax policy=سياسة الضريبة الرقمية - big data analytics capability=قدرة تحليل البيانات الضخمة

English: Platform economy model leverages network externality effects.
Arabic: يستغل نموذج اقتصاد المنصة تأثيرات ال externalية الشبكية.

English: Data monetization strategy generates new revenue streams.
Arabic: تولد استراتيجية تحويل البيانات إلى نقود تدفقات دخل جديدة.

English: Digital tax policy addresses cross-border data flows.
Arabic: تعالج سياسة الضريبة الرقمية تدفقات البيانات عبر الحدود.

English: Big data analytics capability drives platform growth.
Arabic: تقود قدرة تحليل البيانات الضخمة نمو المنصة.

English: Platform economy model must align with digital tax policy for big data analytics.
Arabic:","economic"

"Terms: carbon pricing mechanism=آلية تسعير الكربون - emissions trading system=نظام تداول الانبعاثات - green bond issuance=إصدار السندات الخضراء - renewable energy subsidy=دعم الطاقة المتجددة - paris agreement target=هدف اتفاقية باريس

English: Carbon pricing mechanism incentivizes emissions reduction.
Arabic: تحفز آلية تسعير الكربون على تقليل الانبعاثات.

English: Emissions trading system creates market-based incentives.
Arabic: تنشئ نظام تداول الانبعاثات حوافز قائمة على السوق.

English: Green bond issuance finances renewable energy projects.
Arabic: يموّل إصدار السندات الخضراء مشاريع الطاقة المتجددة.

English: Renewable energy subsidy accelerates decarbonization.
Arabic: يُسرّع دعم الطاقة المتجددة إزالة الكربون.

English: Carbon pricing mechanism must achieve Paris agreement target through emissions trading system.
Arabic:","economic"

"Terms: loss aversion bias=انحياز تجنب الخسارة - nudge theory application=تطبيق نظرية الدفع اللطيف - default option setting=إعداد الخيار الافتراضي - time inconsistency preference=تفضيل عدم الاتساق الزمني - social norm influence=تأثير المعيار الاجتماعي

English: Loss aversion bias influences financial decision-making.
Arabic: يؤثر انحياز تجنب الخسارة على صنع القرار المالي.

English: Nudge theory application guides healthier choices.
Arabic: يوجه تطبيق نظرية الدفع اللطيف اختيارات أكثر صحة.

English: Default option setting increases savings participation.
Arabic: يزيد إعداد الخيار الافتراضي من المشاركة في الادخار.

English: Social norm influence encourages sustainable behavior.
Arabic: يشجع تأثير المعيار الاجتماعي السلوك المستدام.

English: Loss aversion bias must be addressed by nudge theory application in default option setting.
Arabic:","economic"


"Terms: tier 1 capital ratio=نسبة رأس المال من الدرجة الأولى - common equity tier 1=الحقوق الملكية العادية من الدرجة الأولى - capital conservation buffer=احتياطي حفظ رأس المال - countercyclical capital buffer=احتياطي رأس المال عكس الدوري - leverage ratio exposure=التعرض لنسبة الرافعة المالية

English: Tier 1 capital ratio measures bank core capital adequacy.
Arabic: تقيس نسبة رأس المال من الدرجة الأولى كفاية رأس المال الأساسي للبنك.

English: Common equity tier 1 is the highest quality capital component.
Arabic: هي أعلى نوعية لمكون رأس المال.

English: Capital conservation buffer restricts dividends when ratio falls.
Arabic: يقيّد احتياطي حفظ رأس المال الأرباح عندما تنخفض النسبة.

English: Countercyclical capital buffer builds up during credit booms.
Arabic: يتراكم احتياطي رأس المال عكس الدوري خلال فقاعات الائتمان.

English: Tier 1 capital ratio must exceed the capital conservation buffer under leverage ratio exposure limits.
Arabic:","economic"

"Terms: liquidity coverage ratio=نسبة التغطية السيولة - net stable funding ratio=نسبة التمويل المستقر الصافي - high-quality liquid assets=أصول سائلة عالية الجودة - intraday liquidity risk=مخاطر السيولة داخل اليوم - liquidity stress testing=اختبار ضغط السيولة

English: Liquidity coverage ratio ensures 30-day survival under stress.
Arabic: تضمن نسبة التغطية السيولة البقاء 30 يومًا تحت الضغط.

English: Net stable funding ratio limits maturity transformation risk.
Arabic: تحد من مخاطر تحويل الاستحقاق نسبة التمويل المستقر الصافي.

English: High-quality liquid assets include sovereign bonds and cash.
Arabic: تشمل الأصول السائلة عالية الجودة السندات السيادية والنقد.

English: Liquidity stress testing simulates severe withdrawal scenarios.
Arabic: يحاكي اختبار ضغط السيولة سيناريوهات السحب الشديدة.

English: Liquidity coverage ratio must be maintained above 100 % during liquidity stress testing.
Arabic:","economic"

"Terms: net interest income sensitivity=حساسية صافي دخل الفائدة - economic value of equity=القيمة الاقتصادية للحقوق - duration gap analysis=تحليل فجوة المدة - repricing risk assessment=تقييم مخاطر إعادة التسعير - hedging strategy effectiveness=فعالية استراتيجية التحوط

English: Net interest income sensitivity measures rate-risk exposure.
Arabic: تقيس حساسية صافي دخل الفائدة التعرض لمخاطر المعدل.

English: Economic value of equity declines when rates rise steeply.
Arabic: تنخفض القيمة الاقتصادية للحقوق عندما يرتفع المعدل بشكل حاد.

English: Duration gap analysis quantifies maturity mismatch risk.
Arabic: ي quantify تحليل فجوة المدة مخاطر عدم تطابق الاستحقاق.

English: Hedging strategy effectiveness is verified by stress tests.
Arabic: تُ verified فعالية استراتيجية التحوط باختبارات الضغط.

English: Net interest income sensitivity must be managed by duration gap analysis under hedging strategy effectiveness.
Arabic:","economic"


"Terms: open banking api=واجهة برمجة التطبيقات للبنوك المفتوحة - core banking modernization=تحديث البنوك الأساسية - cloud-native architecture=العمارة الأصلية للسحابة - cyber-security resilience=مرونة الأمن السيبراني - customer digital onboarding=الانضمام الرقمي للعملاء

English: Open banking API enables third-party financial services.
Arabic: تمكن واجهة برمجة التطبيقات للبنوك المفتوحة الخدمات المالية الطرف الثالث.

English: Core banking modernization reduces legacy system risk.
Arabic: يقلل تحديث البنوك الأساسية من مخاطر النظام القديم.

English: Cloud-native architecture scales digital banking services.
Arabic: يوسع العمارة الأصلية للسحابة خدمات البنوك الرقمية.

English: Customer digital onboarding improves user experience.
Arabic: يحسن الانضمام الرقمي للعملاء تجربة المستخدم.

English: Open banking API must be secured by cyber-security resilience in cloud-native architecture.
Arabic:","economic"

"Terms: probability of default model=نموذج احتمال التعثر - loss given default parameter=معامل الخسارة عند التعثر - exposure at default calculation=حساب التعرض عند التعثر - internal ratings-based approach=النهج القائم على التصنيفات الداخلية - model validation back-testing=الاختبار الرجعي للنموذج

English: Probability of default model estimates borrower failure likelihood.
Arabic: يقدر نموذج احتمال التعثر احتمالية فشل المقترض.

English: Loss given default parameter reflects recovery amount.
Arabic: يعكس معامل الخسارة عند التعثر مبلغ الاسترداد.

English: Internal ratings-based approach reduces regulatory capital.
Arabic: يقلل النهج القائم على التصنيفات الداخلية من رأس المال التنظيمي.

English: Model validation back-testing ensures accuracy over time.
Arabic: يضمن الاختبار الرجعي للنموذج الدقة بمرور الوقت.

English: Probability of default model must pass model validation back-testing under internal ratings-based approach.
Arabic:","economic"

"Terms: adverse scenario design=تصميم السيناريو المعاكس - macro-economic variable shock=صدمة المتغير الاقتصادي الكلي - capital adequacy projection=إسقاط كفاية رأس المال - liquidity shortfall identification=تحديد نقص السيولة - reverse stress testing=اختبار الضغط العكسي

English: Adverse scenario design reflects severe but plausible shocks.
Arabic: يعكس تصميم السيناريو المعاكس صدمات شديدة لكن معقولة.

English: Macro-economic variable shock affects all bank portfolios.
Arabic: تؤثر صدمة المتغير الاقتصادي الكلي على جميع محافظ البنك.

English: Capital adequacy projection is calculated under stress.
Arabic: يُحسب إسقاط كفاية رأس المال تحت الضغط.

English: Reverse stress testing identifies break-point scenarios.
Arabic: يحدد اختبار الضغط العكسي سيناريوهات نقطة الانهيار.

English: Adverse scenario design must include macro-economic variable shock for capital adequacy projection.
Arabic:","economic"

"Terms: non-bank financial institution=مؤسسة مالية غير مصرفية - systemic risk assessment=تقييم المخاطر النظامية - leverage ratio calculation=حساب نسبة الرافعة المالية - liquidity transformation activity=نشاط تحويل السيولة - regulatory perimeter extension=توسيع المحيط التنظيمي

English: Non-bank financial institution performs credit intermediation.
Arabic: تؤدي مؤسسة مالية غير مصرفية وساطة ائتمانية.

English: Systemic risk assessment covers shadow banking entities.
Arabic: يغطي تقييم المخاطر النظامية الكيانات المصرفية الظلية.

English: Leverage ratio calculation applies to shadow banks.
Arabic: ينطبق حساب نسبة الرافعة المالية على البنوك الظلية.

English: Regulatory perimeter extension captures new entities.
Arabic: يأسر توسيع المحيط التنظيمي كيانات جديدة.

English: Non-bank financial institution must undergo systemic risk assessment under regulatory perimeter extension.
Arabic:","economic"

"Terms: paris agreement alignment=محاذاة اتفاقية باريس - green taxonomy classification=تصنيف التصنيف الأخضر - physical risk assessment=تقييم المخاطر الفيزيائية - transition risk scenario=سيناريو مخاطر الانتقال - green bond issuance=إصدار السندات الخضراء

English: Paris Agreement alignment guides green taxonomy classification.
Arabic: توجه محاذاة اتفاقية باريس تصنيف التصنيف الأخضر.

English: Physical risk assessment quantifies flood exposure.
Arabic: ي quantify تقييم المخاطر الفيزيائية التعرض للفيضانات.

English: Transition risk scenario models carbon price shocks.
Arabic: يُنمذج سيناريو مخاطر الانتقال صدمات سعر الكربون.

English: Green bond issuance finances climate adaptation projects.
Arabic: يموّل إصدار السندات الخضراء مشاريع التكيف مع المناخ.

English: Paris Agreement alignment must include physical risk assessment for green bond issuance.
Arabic:","economic"

"Terms: central bank digital currency=العملة الرقمية للبنك المركزي - distributed ledger technology=تكنولوجيا دفتر الحسابات الموزع - stable coin regulation=تنظيم العملة المستقرة - crypto-asset risk assessment=تقييم مخاطر الأصول المشفرة - monetary sovereignty preservation=حفظ السيادة النقدية

English: Central bank digital currency leverages distributed ledger technology.
Arabic: تستغل العملة الرقمية للبنك المركزي تكنولوجيا دفتر الحسابات الموزع.

English: Stable coin regulation ensures monetary sovereignty preservation.
Arabic: تضمن تنظيم العملة المستقرة حفظ السيادة النقدية.

English: Crypto-asset risk assessment identifies systemic threats.
Arabic: يحدد تقييم مخاطر الأصول المشفرة التهديدات النظامية.

English: Monetary sovereignty preservation is central bank mandate.
Arabic: حفظ السيادة النقدية هو تفويض البنك المركزي.

English: Central bank digital currency must undergo crypto-asset risk assessment under stable coin regulation.
Arabic:","economic"

"Terms: unfair contract terms=شروط العقد غير العادلة - mis-selling compensation=التعويض عن البيع الخاطئ - financial ombudsman service=خدمة المُحكّم المالي - cooling-off period right=حق فترة التهدئة - transparent fee disclosure=الإفصاح الشفاف عن الرسوم

English: Unfair contract terms are prohibited under consumer protection laws.
Arabic: تُمنع شروط العقد غير العادلة بموجب قوانين حماية المستهلك.

English: Mis-selling compensation is paid by the bank to affected customers.
Arabic: يُدفع التعويض عن البيع الخاطئ من البنك للعملاء المتأثرين.

English: Financial ombudsman service resolves disputes impartially.
Arabic: تحل خدمة المُحكّم المالي المنازلات بحيادية.

English: Cooling-off period right allows contract cancellation.
Arabic: يسمح حق فترة التهدئة بإلغاء العقد.

English: Unfair contract terms must be corrected by transparent fee disclosure through financial ombudsman service.
Arabic:","economic"

"Terms: high-frequency trading algorithm=خوارزمية التداول عالية التردد - latency arbitrage strategy=استراتيجية المراجحة في الزمن - colocation server hosting=استضافة الخادم المشترك - order-to-trade ratio=نسبة الأمر إلى التداول - market maker rebate=خصم صانع السوق

English: High-frequency trading algorithm exploits microsecond latency advantages.
Arabic: تستغل خوارزمية التداول عالية التردد ميزات الزمن بالميكروثانية.

English: Latency arbitrage strategy profits from speed differentials.
Arabic: تربح استراتيجية المراجحة في الزمن من فروقات السرعة.

English: Colocation server hosting minimizes transmission delays.
Arabic: يقلل استضافة الخادم المشترك من تأخيرات الإرسال.

English: Order-to-trade ratio is capped by exchange rules.
Arabic: تُحد نسبة الأمر إلى التداول بقواعد البورصة.

English: High-frequency trading algorithm must respect order-to-trade ratio under colocation server hosting.
Arabic:","economic"

"Terms: algorithmic trading strategy=استراتيجية التداول الخوارزمي - momentum signal generation=توليد إشارة الزخم - back-testing validation process=عملية التحقق من الاختبار الرجعي - execution algorithm efficiency=كفاءة خوارزمية التنفيذ - smart order routing=توجيه الأذكياء للأوامر

English: Algorithmic trading strategy relies on momentum signal generation.
Arabic: تعتمد استراتيجية التداول الخوارزمي على توليد إشارة الزخم.

English: Back-testing validation process ensures strategy robustness.
Arabic: تضمن عملية التحقق من الاختبار الرجعي متانة الاستراتيجية.

English: Execution algorithm efficiency reduces market impact.
Arabic: تقلل كفاءة خوارزمية التنفيذ من تأثير السوق.

English: Smart order routing optimizes execution venue selection.
Arabic: يحسن توجيه الأذكياء للأوامر اختيار مكان التنفيذ.

English: Algorithmic trading strategy must pass back-testing validation process for smart order routing.
Arabic:","economic"

"Terms: black-scholes pricing model=نموذج تسعير بلاك-شولز - implied volatility surface=سطح التقلبات الضمنية - delta hedging strategy=استراتيجية التحوط دلتا - gamma risk exposure=التعرض لمخاطر غاما - time decay theta=ثيتا تسوس الوقت

English: Black-Scholes pricing model assumes constant volatility.
Arabic: يفترض نموذج تسعير بلاك-شولز تقلبات ثابتة.

English: Implied volatility surface reflects market expectations.
Arabic: يعكس سطح التقلبات الضمنية توقعات السوق.

English: Delta hedging strategy neutralizes directional risk.
Arabic: تحيّد استراتيجية التحوط دلتا المخاطر الاتجاهية.

English: Time decay theta erodes option value daily.
Arabic: يآكل ثيتا تسوس الوقت قيمة الخيار يوميًا.

English: Black-Scholes pricing model must be calibrated to implied volatility surface for delta hedging.
Arabic:","economic"

"Terms: spot foreign exchange market=سوق صرف العملات الفوري - bid-ask spread compression=ضغط فروقات البيع والشراء - cross-currency basis swap=مبادلة أساس العملات المتقاطعة - liquidity provider tier=مستوى مزود السيولة - algorithmic execution strategy=استراتيجية التنفيذ الخوارزمي

English: Spot foreign exchange market trades settle in T+2.
Arabic: يتم تسوية التداولات في سوق صرف العملات الفوري في T+2.

English: Bid-ask spread compression reduces trading costs.
Arabic: يقلل ضغط فروقات البيع والشراء من تكاليف التداول.

English: Cross-currency basis swap hedges FX exposure.
Arabic: تحوط مبادلة أساس العملات المتقاطعة التعرض لصرف العملات.

English: Algorithmic execution strategy minimizes market impact.
Arabic: تقلل استراتيجية التنفيذ الخوارزمي من تأثير السوق.

English: Spot foreign exchange market must use algorithmic execution strategy under liquidity provider tier.
Arabic:","economic"

"Terms: futures contract specification=مواصفات عقد المستقبلات - contango vs backwardation=كونتانجو مقابل باكورديشن - margin call mechanism=آلية دعوة الهامش - roll-over cost calculation=حساب تكلفة التدوير - basis risk hedging=التحوط من مخاطر الأساس

English: Futures contract specification defines delivery terms.
Arabic: تحدد مواصفات عقد المستقبلات شروط التسليم.

English: Contango vs backwardation reflects storage cost expectations.
Arabic: يعكس كونتانجو مقابل باكورديشن توقعات تكلفة التخزين.

English: Margin call mechanism maintains collateral balance.
Arabic: تحافظ آلية دعوة الهامش على توازن الضمان.

English: Basis risk hedging locks in purchase price.
Arabic: يقفل التحوط من مخاطر الأساس سعر الشراء.

English: Futures contract specification must include margin call mechanism for basis risk hedging.
Arabic:","economic"

"Terms: centralized exchange platform=منصة التبادل المركزية - decentralized liquidity pool=حوض السيولة اللامركزي - wallet private key=المفتاح الخاص للمحفظة - blockchain confirmation time=وقت تأكيد البلوكشين - stable coin pair trading=تداول زوج العملة المستقرة

English: Centralized exchange platform offers user-friendly interfaces.
Arabic: تقدم منصة التبادل المركزية واجهات سهلة الاستخدام.

English: Decentralized liquidity pool eliminates intermediary risk.
Arabic: يزيل حوض السيولة اللامركزي مخاطر الوسيط.

English: Wallet private key must remain confidential.
Arabic: يجب أن يبقى المفتاح الخاص للمحفظة سراً.

English: Blockchain confirmation time affects settlement speed.
Arabic: يؤثر وقت تأكيد البلوكشين على سرعة التسوية.

English: Centralized exchange platform must secure wallet private key during stable coin pair trading.
Arabic:","economic"

"Terms: exchange-traded fund creation=إنشاء صندوق التداول في البورصة - authorized participant role=دور المشارك المصرح - tracking error minimization=تقليل خطأ التتبع - expense ratio comparison=مقارنة نسبة المصاريف - intraday portfolio disclosure=الإفصاح عن المحفظة خلال اليوم

English: Exchange-traded fund creation involves authorized participant role.
Arabic: يتضمن إنشاء صندوق التداول في البورصة دور المشارك المصرح.

English: Authorized participant role ensures liquidity provision.
Arabic: يضمن دور المشارك المصرح توفير السيولة.

English: Tracking error minimization is key for passive ETFs.
Arabic: مفتاح لصناديق ال ETFs السلبية.

English: Intraday portfolio disclosure enhances transparency.
Arabic: يعزز الإفصاح عن المحفظة خلال اليوم الشفافية.

English: Exchange-traded fund creation must achieve tracking error minimization under intraday portfolio disclosure.
Arabic:","economic"

"Terms: cointegration relationship test=اختبار علاقة التكامل المشترك - hedge ratio optimization=تحسين نسبة التحوط - mean reversion speed=سرعة العودة للوسط - z-score threshold signal=إشارة عتبة الدرجة Z - pairs selection universe=كون اختيار الأزواج

English: Cointegration relationship test validates pairs selection.
Arabic: يُحقق اختبار علاقة التكامل المشترك اختيار الأزواج.

English: Hedge ratio optimization minimizes portfolio variance.
Arabic: يقلل تحسين نسبة التحوط تباين المحفظة.

English: Mean reversion speed determines holding period.
Arabic: تحدد سرعة العودة للوسط فترة الاحتفاظ.

English: Z-score threshold signal triggers trade entry.
Arabic: تُطلق إشارة عتبة الدرجة Z دخول التداول.

English: Cointegration relationship test must validate pairs selection before z-score threshold signal.
Arabic:","economic"

"Terms: emissions allowance auction=مزاد بدلات الانبعاثات - voluntary carbon market=السوق الكربوني الطوعي - additionality verification process=عملية التحقق من الإضافية - offset credit retirement=إنهاء رصيد التعويض - paris agreement alignment=محاذاة اتفاقية باريس

English: Emissions allowance auction sets market-clearing price.
Arabic: يحدد مزاد بدلات الانبعاثات سعر التسوية السوقي.

English: Voluntary carbon market supplements compliance obligations.
Arabic: يكمل السوق الكربوني الطوعي الالتزامات الامتثالية.

English: Additionality verification process ensures real reductions.
Arabic: تضمن عملية التحقق من الإضافية تقليلات حقيقية.

English: Offset credit retirement is tracked in registries.
Arabic: يُتبع إنهاء رصيد التعويض في السجلات.

English: Emissions allowance auction must follow additionality verification process for Paris agreement alignment.
Arabic:","economic"

"Terms: initial margin requirement=متطلبات الهامش الأولي - maintenance margin level=مستوى هامش الصيانة - margin call notification=إشعار دعوة الهامش - forced liquidation mechanism=آلية التصفية القسرية - leverage ratio limit=حد نسبة الرافعة المالية

English: Initial margin requirement sets minimum collateral deposit.
Arabic: تحدد متطلبات الهامش الأولي الحد الأدنى لإيداع الضمان.

English: Maintenance margin level triggers margin call notification.
Arabic: يُطلق مستوى هامش الصيانة إشعار دعوة الهامش.

English: Forced liquidation mechanism closes positions automatically.
Arabic: يغلق آلية التصفية القسرية المراكز تلقائيًا.

English: Leverage ratio limit caps maximum exposure.
Arabic: يحد من التعرض الأقصى.

English: Initial margin requirement must be met before leverage ratio limit is increased.
Arabic:","economic"

"Terms: weighted average cost of capital=متوسط التكلفة المرجح لرأس المال - net present value calculation=حساب القيمة الحالية الصافية - internal rate of return=معدل العائد الداخلي - capital budgeting process=عملية تخطيط رأس المال - dividend policy optimization=تحسين سياسة الأرباح

English: Weighted average cost of capital discounts future cash flows.
Arabic: يخفض متوسط التكلفة المرجح لرأس المال التدفقات النقدية المستقبلية.

English: Net present value calculation evaluates project profitability.
Arabic: يقيّم حساب القيمة الحالية الصافية ربحية المشروع.

English: Internal rate of return exceeds cost of capital for acceptance.
Arabic: يتجاوز معدل العائد الداخلي تكلفة رأس المال للقبول.

English: Dividend policy optimization balances growth and payout.
Arabic: يوازن تحسين سياسة الأرباح النمو والدفع.

English: Weighted average cost of capital must be calculated before net present value calculation in capital budgeting.
Arabic:","economic"

"Terms: capital asset pricing model=نموذج تسعير الأصول الرأسمالية - beta coefficient estimation=تقدير معامل بيتا - expected return calculation=حساب العائد المتوقع - portfolio diversification benefit=فائدة تنويع المحفظة - systematic risk measurement=قياس المخاطر النظامية

English: Capital asset pricing model links risk and expected return.
Arabic: يربط نموذج تسعير الأصول الرأسمالية المخاطر والعائد المتوقع.

English: Beta coefficient estimation quantifies systematic risk.
Arabic: يقدّر تقدير معامل بيتا المخاطر النظامية.

English: Portfolio diversification benefit reduces unsystematic risk.
Arabic: تقلل فائدة تنويع المحفظة من المخاطر غير النظامية.

English: Systematic risk measurement is essential for portfolio construction.
Arabic: ضروري لبناء المحفظة.

English: Capital asset pricing model requires beta coefficient estimation for expected return calculation.
Arabic:","economic"

"Terms: yield to maturity calculation=حساب العائد حتى الاستحقاق - duration convexity analysis=تحليل الكونفكسية المدة - credit spread movement=حركة فروقات الائتمان - interest rate sensitivity=حساسية أسعار الفائدة - bond portfolio immunization=تحصين محفظة السندات

English: Yield to maturity calculation assumes reinvestment at yield.
Arabic: يفترض حساب العائد حتى الاستحقاق إعادة الاستثمار بالعائد.

English: Duration convexity analysis measures price sensitivity.
Arabic: يقيس تحليل الكونفكسية المدة حساسية السعر.

English: Credit spread movement reflects default risk changes.
Arabic: تعكس حركة فروقات الائتمان تغييرات مخاطر التعثر.

English: Bond portfolio immunization locks in target returns.
Arabic: يقفل تحصين محفظة السندات على العوائد المستهدفة.

English: Yield to maturity calculation must include duration convexity analysis for interest rate sensitivity.
Arabic:","economic"

"Terms: black-scholes option pricing=تسعير الخيار بلاك-شولز - implied volatility surface=سطح التقلبات الضمنية - delta-neutral hedging=التحوط المحايد دلتا - gamma risk exposure=التعرض لمخاطر غاما - time decay theta=ثيتا تسوس الوقت

English: Black-Scholes option pricing assumes log-normal returns.
Arabic: يفترض تسعير الخيار بلاك-شولز عوائد لوغاريتمية طبيعية.

English: Implied volatility surface reflects market expectations.
Arabic: يعكس سطح التقلبات الضمنية توقعات السوق.

English: Delta-neutral hedging eliminates directional risk.
Arabic: يُلغي التحوط المحايد دلتا المخاطر الاتجاهية.

English: Time decay theta erodes option value daily.
Arabic: يآكل ثيتا تسوس الوقت قيمة الخيار يوميًا.

English: Black-Scholes option pricing must be calibrated to implied volatility surface for delta-neutral hedging.
Arabic:","economic"

