"query","field"
"Terms: mechanical ventilation=التنفس الصناعي - acute respiratory distress syndrome=متلازمة الضائقة التنفسية الحادة - positive end-expiratory pressure=الضغط الإيجابي في نهاية الزفير - ventilator-associated pneumonia=الالتهاب الرئوي المرتبط بالتنفس الصناعي - weaning from ventilator=الفصل عن جهاز التنفس

English: Acute respiratory distress syndrome requires mechanical ventilation.
Arabic: تتطلب متلازمة الضائقة التنفسية الحادة التنفس الصناعي.

English: Positive end-expiratory pressure is adjusted to prevent lung collapse.
Arabic: يُضبط الضغط الإيجابي في نهاية الزفير لمنع انهيار الرئة.

English: Ventilator-associated pneumonia prolongs ICU stay.
Arabic: يطيل الالتهاب الرئوي المرتبط بالتنفس الصناعي من فترة البقاء في العناية المركزة.

English: Weaning from ventilator must be gradual and supervised.
Arabic: يجب أن يكون الفصل عن جهاز التنفس تدريجيًا وتحت الإشراف.

English: Acute respiratory distress syndrome patients need mechanical ventilation support.
Arabic: يحتاج مرضى متلازمة الضائقة التنفسية الحادة إلى دعم التنفس الصناعي.

Terms: mechanical ventilation=التنفس الصناعي - acute respiratory distress syndrome=متلازمة الضائقة التنفسية الحادة - positive end-expiratory pressure=الضغط الإيجابي في نهاية الزفير - ventilator-associated pneumonia=الالتهاب الرئوي المرتبط بالتنفس الصناعي - weaning from ventilator=الفصل عن جهاز التنفس
English: Acute respiratory distress syndrome requires mechanical ventilation support.
Arabic:","medical"

"Terms: renal replacement therapy=علاج بديل للكلى - acute kidney injury=إصابة الكلى الحادة - continuous renal replacement therapy=العلاج البديل المستمر للكلى - hemodialysis catheter=قسطرة الغسيل الكلوي - dialysis adequacy=كفاءة الغسيل الكلوي

English: Acute kidney injury may necessitate renal replacement therapy.
Arabic: قد تستلزم إصابة الكلى الحادة علاجًا بديلًا للكلى.

English: Continuous renal replacement therapy is initiated for hemodynamically unstable patients.
Arabic: يُبدأ العلاج البديل المستمر للكلى للمرضى غير المستقرين hemodynamically.

English: Hemodialysis catheter insertion must be aseptic.
Arabic: يجب أن يكون إدخال قسطرة الغسيل الكلوي خاليًا من الجراثيم.

English: Dialysis adequacy is monitored by urea clearance.
Arabic: تُراقب كفاءة الغسيل الكلوي عن طريق إزالة اليوريا.

English: Acute kidney injury patients require renal replacement therapy immediately.
Arabic: يتطلب مرضى إصابة الكلى الحادة علاجًا بديلًا للكلى فورًا.

Terms: renal replacement therapy=علاج بديل للكلى - acute kidney injury=إصابة الكلى الحادة - continuous renal replacement therapy=العلاج البديل المستمر للكلى - hemodialysis catheter=قسطرة الغسيل الكلوي - dialysis adequacy=كفاءة الغسيل الكلوي
English: Acute kidney injury must be treated with continuous renal replacement therapy.
Arabic:","medical"

"Terms: pediatric intensive care unit=وحدة العناية المركزة للأطفال - congenital heart defect=عيب خلقي في القلب - neonatal intensive care=العناية المركزة للحديثي الولادة - extracorporeal membrane oxygenation=الأكسجة الغشائية خارج الجسم - ventricular septal defect=عيب الحاجز البطيني

English: Congenital heart defect requires pediatric intensive care unit admission.
Arabic: يتطلب عيب خلقي في القلب دخول وحدة العناية المركزة للأطفال.

English: Neonatal intensive care is essential for premature infants.
Arabic: العناية المركزة للحديثي الولادة ضرورية للرضع الخدج.

English: Extracorporeal membrane oxygenation supports neonatal cardiac failure.
Arabic: تدعم الأكسجة الغشائية خارج الجسم قصور القلب عند الأطفال حديثي الولادة.

English: Ventricular septal defect is the most common congenital heart defect.
Arabic: عيب الحاجز البطيني هو أكثر عيب خلقي في القلب شيوعًا.

English: Congenital heart defect neonates require pediatric intensive care unit immediately.
Arabic: يتطلب حديثو الولادة المصابون بعيب خلقي في القلب وحدة العناية المركزة للأطفال فورًا.

Terms: pediatric intensive care unit=وحدة العناية المركزة للأطفال - congenital heart defect=عيب خلقي في القلب - neonatal intensive care=العناية المركزة للحديثي الولادة - extracorporeal membrane oxygenation=الأكسجة الغشائية خارج الجسم - ventricular septal defect=عيب الحاجز البطيني
English: Congenital heart defect neonates must receive pediatric intensive care unit support.
Arabic:","medical"

"Terms: sepsis-induced coagulopathy=تجلط الدم المستحث بالتسمم - disseminated intravascular coagulation=تجلط الدم المنتشر داخل الأوعية - septic shock=صدمة التسمم - blood culture positivity=إيجابية زرع الدم - antimicrobial stewardship=إدارة مضادات الميكروبات

English: Sepsis-induced coagulopathy may progress to disseminated intravascular coagulation.
Arabic: قد يتقدم تجلط الدم المستحث بالتسمم إلى تجلط الدم المنتشر داخل الأوعية.

English: Septic shock is defined by persistent hypotension despite fluid resuscitation.
Arabic: يُعرَّف صدمة التسمم بانخفاض ضغط الدم المستمر رغم إنعاش السوائل.

English: Blood culture positivity guides antimicrobial therapy.
Arabic: توجه إيجابية زرع الدم العلاج المضاد للميكروبات.

English: Antimicrobial stewardship reduces antibiotic resistance.
Arabic: تقلل إدارة مضادات الميكروبات من مقاومة المضادات الحيوية.

English: Sepsis-induced coagulopathy patients require immediate blood culture.
Arabic: يتطلب مرضى تجلط الدم المستحث بالتسمم زرع دم فوري.

Terms: sepsis-induced coagulopathy=تجلط الدم المستحث بالتسمم - disseminated intravascular coagulation=تجلط الدم المنتشر داخل الأوعية - septic shock=صدمة التسمم - blood culture positivity=إيجابية زرع الدم - antimicrobial stewardship=إدارة مضادات الميكروبات
English: Sepsis-induced coagulopathy must be treated with immediate blood culture.
Arabic:","medical"

"Terms: hepatic encephalopathy=الاعتلال الدماغي الكبدي - acute liver failure=فشل الكبد الحاد - liver transplantation=زراعة الكبد - portal hypertension=ارتفاع ضغط الباب - ascites drainage= تصريف الاستسقاء

English: Hepatic encephalopathy is a complication of acute liver failure.
Arabic: الاعتلال الدماغي الكبدي هو مضاعفة لفشل الكبد الحاد.

English: Acute liver failure may necessitate emergency liver transplantation.
Arabic: قد يستلزم فشل الكبد الحاد زراعة كبد طارئة.

English: Portal hypertension causes ascites and variceal bleeding.
Arabic: يسبب ارتفاع ضغط الباب الاستسقاء والنزف الدالي.

English: Ascites drainage relieves abdominal discomfort in portal hypertension.
Arabic: يخفف تصريف الاستسقاء الانزعاج البطني في ارتفاع ضغط الباب.

English: Hepatic encephalopathy patients need urgent liver transplantation evaluation.
Arabic: يحتاج مرضى الاعتلال الدماغي الكبدي تقييمًا عاجلًا لزراعة الكبد.

Terms: hepatic encephalopathy=الاعتلال الدماغي الكبدي - acute liver failure=فشل الكبد الحاد - liver transplantation=زراعة الكبد - portal hypertension=ارتفاع ضغط الباب - ascites drainage=تصريف الاستسقاء
English: Hepatic encephalopathy must be evaluated for urgent liver transplantation.
Arabic:","medical"

"Terms: pulmonary embolism=الانسداد الرئوي - deep vein thrombosis=الجلطة الوريدية العميقة - anticoagulation therapy=علاج مضاد للتجلط - thrombolytic therapy=علاج الخثاري - venous duplex ultrasound=الموجات فوق الصوتية الوريدية الثنائية

English: Deep vein thrombosis can lead to pulmonary embolism.
Arabic: يمكن أن تؤدي الجلطة الوريدية العميقة إلى الانسداد الرئوي.

English: Pulmonary embolism requires immediate anticoagulation therapy.
Arabic: يتطلب الانسداد الرئوي علاجًا فوريًا مضادًا للتجلط.

English: Thrombolytic therapy is indicated for massive pulmonary embolism.
Arabic: يُشير إلى علاج الخثاري للانسداد الرئوي الضخم.

English: Venous duplex ultrasound confirms deep vein thrombosis diagnosis.
Arabic: تؤكد الموجات فوق الصوتية الوريدية الثنائية تشخيص الجلطة الوريدية العميقة.

English: Deep vein thrombosis patients must receive anticoagulation therapy immediately.
Arabic: يجب إعطاء مرضى الجلطة الوريدية العميقة علاجًا مضادًا للتجلط فورًا.

Terms: pulmonary embolism=الانسداد الرئوي - deep vein thrombosis=الجلطة الوريدية العميقة - anticoagulation therapy=علاج مضاد للتجلط - thrombolytic therapy=علاج الخثاري - venous duplex ultrasound=الموجات فوق الصوتية الوريدية الثنائية
English: Deep vein thrombosis must be confirmed by venous duplex ultrasound.
Arabic:","medical"


"Terms: neonatal abstinence syndrome=متلازمة الانسحاب الوليدي - maternal opioid use=استخدام المواد الأفيونية من الأم - pharmacological treatment=العلاج الدوائي - non-pharmacological interventions=التدخلات غير الدوائية - Finnegan scoring system=نظام تقييم فينيغان

English: Neonatal abstinence syndrome results from maternal opioid use.
Arabic: ناتج متلازمة الانسحاب الوليدي عن استخدام المواد الأفيونية من الأم.

English: Pharmacological treatment reduces withdrawal symptoms in neonatal abstinence syndrome.
Arabic: يقلل العلاج الدوائي من أعراض الانسحاب في متلازمة الانسحاب الوليدي.

English: Non-pharmacological interventions include swaddling and rooming-in.
Arabic: تشمل التدخلات غير الدوائية التغطية والإقامة في الغرفة.

English: Finnegan scoring system guides treatment decisions in neonatal abstinence syndrome.
Arabic: يوجه نظام تقييم فينيغان قرارات العلاج في متلازمة الانسحاب الوليدي.

English: Neonatal abstinence syndrome must be assessed using Finnegan scoring system.
Arabic:","medical"


"Terms: extracorporeal membrane oxygenation=الأكسجة الغشائية خارج الجسم - cardiopulmonary bypass=الالتفاف القلبي الرئوي - ventricular assist device=جهاز مساعد البطين - intra-aortic balloon pump=مضخة البالون داخل الشريان الأبهر - cardiac output monitoring=مراقبة الناتج القلبي

English: Extracorporeal membrane oxygenation is used for severe cardiac failure.
Arabic: تُستخدم الأكسجة الغشائية خارج الجسم لفشل القلب الشديد.

English: Cardiopulmonary bypass is initiated during open-heart surgery.
Arabic: يُبدأ الالتفاف القلبي الرئوي أثناء جراحة القلب المفتوحة.

English: Ventricular assist device supports the left ventricle temporarily.
Arabic: يدعم جهاز مساعد البطين البطين الأيسر مؤقتًا.

English: Intra-aortic balloon pump decreases afterload in cardiogenic shock.
Arabic: تقلل مضخة البالون داخل الشريان الأبهر الحمل الانقباضي في صدمة القلب.

English: Cardiac output monitoring guides fluid resuscitation in shock.
Arabic: توجه مراقبة الناتج القلبي إنعاش السوائل في الصدمة.

Terms: extracorporeal membrane oxygenation=الأكسجة الغشائية خارج الجسم - cardiopulmonary bypass=الالتفاف القلبي الرئوي - ventricular assist device=جهاز مساعد البطين - intra-aortic balloon pump=مضخة البالون داخل الشريان الأبهر - cardiac output monitoring=مراقبة الناتج القلبي
English: Extracorporeal membrane oxygenation must be initiated for severe cardiac failure.
Arabic:","medical"

"Terms: transesophageal echocardiography=الموجات فوق الصوتية عبر المريء - left ventricular ejection fraction=كسر الطرد البطيني الأيسر - mitral valve regurgitation=ارتجاع الصمام التاجي - aortic root dilation=توسع جذر الشريان الأبهر - cardiac magnetic resonance imaging=التصوير بالرنين المغناطيسي للقلب

English: Transesophageal echocardiography visualizes mitral valve regurgitation clearly.
Arabic: تصور الموجات فوق الصوتية عبر المريء ارتجاع الصمام التاجي بوضوح.

English: Left ventricular ejection fraction measures cardiac systolic function.
Arabic: يقيس كسر الطرد البطيني الأيسر وظيفة الانقباض القلبية.

English: Mitral valve regurgitation causes left atrial enlargement.
Arabic: يسبب ارتجاع الصمام التاجي تكبير الأذين الأيسر.

English: Aortic root dilation predisposes to aortic dissection.
Arabic: ي predisposes توسع جذر الشريان الأبهر إلى تمزق الشريان الأبهر.

English: Cardiac magnetic resonance imaging quantifies myocardial fibrosis.
Arabic: ي quantify التصوير بالرنين المغناطيسي للقلب الليف العضلي.

Terms: transesophageal echocardiography=الموجات فوق الصوتية عبر المريء - left ventricular ejection fraction=كسر الطرد البطيني الأيسر - mitral valve regurgitation=ارتجاع الصمام التاجي - aortic root dilation=توسع جذر الشريان الأبهر - cardiac magnetic resonance imaging=التصوير بالرنين المغناطيسي للقلب
English: Transesophageal echocardiography must be performed for mitral valve regurgitation assessment.
Arabic:","medical"


"Terms: high-flow nasal cannula=قنية الأنف ذات التدفق العالي - acute hypoxemic respiratory failure=فشل التنفس الحاد بنقص الأكسجة - intubation threshold=عتبة التنبيب - ventilator weaning protocol=بروتوكول الفصل عن التنفس - oxygen saturation target=هدف تشبع الأكسجين

English: High-flow nasal cannula reduces intubation rate in acute hypoxemic respiratory failure.
Arabic: تقلل قنية الأنف ذات التدفق العالي من معدل التنبيب في فشل التنفس الحاد بنقص الأكسجة.

English: Intubation threshold is based on oxygen saturation target.
Arabic: تعتمد عتبة التنبيب على هدف تشبع الأكسجين.

English: Ventilator weaning protocol guides gradual extubation.
Arabic: يوجه بروتوكول الفصل عن التنفس القصب التدريجي.

English: Oxygen saturation target is 92–96 % for most patients.
Arabic: هدف تشبع الأكسجين هو 92–96 % لمعظم المرضى.

English: High-flow nasal cannula must be used before intubation in acute hypoxemic respiratory failure.
Arabic:","medical"

"Terms: continuous renal replacement therapy=العلاج البديل المستمر للكلى - acute kidney injury stage 3=إصابة الكلى الحادة المرحلة 3 - urea clearance target=هدف إزالة اليوريا - dialysis catheter complications=مضاعفات قسطرة الغسيل - metabolic acidosis correction=تصحيح الحموضة الأيضية

English: Continuous renal replacement therapy is initiated in acute kidney injury stage 3.
Arabic: يُبدأ العلاج البديل المستمر للكلى في إصابة الكلى الحادة المرحلة 3.

English: Urea clearance target is 20–25 mL/kg/h in CRRT.
Arabic: هدف إزالة اليوريا هو 20–25 م ل/كغ/ساعة في العلاج البديل المستمر.

English: Dialysis catheter complications include infection and dislodgement.
Arabic: تشمل مضاعفات قسطرة الغسيل العدوى والانخلاع.

English: Metabolic acidosis correction is achieved by bicarbonate infusion.
Arabic: يُحقق تصحيح الحموضة الأيضية بحقن البيكربونات.

English: Continuous renal replacement therapy must achieve urea clearance target in acute kidney injury.
Arabic:","medical"

"Terms: therapeutic hypothermia protocol=بروتوكول التبريد العلاجي - neonatal encephalopathy=الاعتلال الدماغي الوليدي - hypoxic-ischemic encephalopathy=الاعتلال الدماغي نقص الأكسجة والنقص الدموي - cooling duration=مدة التبريد - neurodevelopmental outcome=نتيجة النمو العصبي

English: Therapeutic hypothermia protocol reduces neurodevelopmental impairment in neonatal encephalopathy.
Arabic: يقلل بروتوكول التبريد العلاجي من ضعف النمو العصبي في الاعتلال الدماغي الوليدي.

English: Hypoxic-ischemic encephalopathy is the primary indication for cooling.
Arabic: الاعتلال الدماغي نقص الأكسجة والنقص الدموي هو المؤشر الأساسي للتبريد.

English: Cooling duration is 72 hours at 33.5 °C.
Arabic: مدة التبريد هي 72 ساعة عند 33.5 °م.

English: Neurodevelopmental outcome is assessed at 18 months of age.
Arabic: تُقيّم نتيجة النمو العصبي عند عمر 18 شهرًا.

English: Therapeutic hypothermia protocol must be started within 6 hours of birth for neonatal encephalopathy.
Arabic:","medical"

"Terms: extracorporeal cardiopulmonary resuscitation=الإنعاش القلبي الرئوي خارج الجسم - refractory cardiac arrest=توقف القلب غير المستجيب - percutaneous cannulation=القنية عن طريق الجلد - oxygenator thrombosis=تخثير الأكسجين - survival with good neurologic outcome=البقاء على قيد الحياة بنتيجة عصبية جيدة

English: Extracorporeal cardiopulmonary resuscitation is used in refractory cardiac arrest.
Arabic: يُستخدم الإنعاش القلبي الرئوي خارج الجسم في توقف القلب غير المستجيب.

English: Percutaneous cannulation allows rapid initiation of ECPR.
Arabic: تسمح القنية عن طريق الجلد بالبدء السريع للإنعاش القلبي الرئوي خارج الجسم.

English: Oxygenator thrombosis is a major complication of ECPR.
Arabic: تخثير الأكسجين هو مضاعفة رئيسية للإنعاش القلبي الرئوي خارج الجسم.

English: Survival with good neurologic outcome is the primary endpoint.
Arabic: البقاء على قيد الحياة بنتيجة عصبية جيدة هو النهاية الأولية.

English: Extracorporeal cardiopulmonary resuscitation must be initiated within 20 minutes of refractory cardiac arrest.
Arabic:","medical"

"Terms: pediatric sedation protocol=بروتوكول التهدئة للأطفال - conscious sedation=التهدئة ال conscious - propofol infusion=حقن البروبوفول - airway assessment=تقييم مجرى الهواء - capnography monitoring=مراقبة التنفس بالكبنوغرافي

English: Pediatric sedation protocol ensures safe conscious sedation.
Arabic: يضمن بروتوكول التهدئة للأطفال التهدئة ال conscious الآمنة.

English: Propofol infusion requires continuous capnography monitoring.
Arabic: يتطلب حقن البروبوفول مراقبة مستمرة بالكبنوغرافي.

English: Airway assessment must precede pediatric sedation.
Arabic: يجب أن يسبق تقييم مجرى الهواء التهدئة للأطفال.

English: Capnography monitoring detects respiratory depression early.
Arabic: تكتشف مراقبة التنفس بالكبنوغرافي كبح التنفس مبكرًا.

English: Pediatric sedation protocol must include capnography monitoring during propofol infusion.
Arabic:","medical"


"Terms: blood culture sampling=أخذ عينة زرع الدم - sepsis bundle=حزمة التسمم - antimicrobial timing=توقيت المضاد الحيوي - lactate clearance=إزالة اللاكتات - source control of infection=التحكم بمصدر العدوى

English: Blood culture sampling must precede antimicrobial administration.
Arabic: يجب أن يسبق أخذ عينة زرع الدم إعطاء المضاد الحيوي.

English: Sepsis bundle includes lactate measurement and blood cultures.
Arabic: تشمل حزمة التسمم قياس اللاكتات وزروع الدم.

English: Antimicrobial timing within one hour improves survival in sepsis.
Arabic: يحسن توقيت المضاد الحيوي خلال ساعة واحدة البقاء على قيد الحياة في التسمم.

English: Lactate clearance guides resuscitation adequacy in sepsis.
Arabic: توجه إزالة اللاكتات كفاءة الإنعاش في التسمم.

English: Sepsis bundle must achieve antimicrobial timing within one hour.
Arabic:","medical"

"Terms: insulin pump therapy=علاج مضخة الأنسولين - continuous glucose monitoring integration=تكامل مراقبة الجلوكوز المستمرة - hypoglycemia unawareness=عدم إدراك نقص السكر - basal-bolus algorithm=خوارزمية القاعدية والجُرع - carbohydrate counting=حساب الكربوهيدرات

English: Insulin pump therapy reduces hypoglycemia unawareness.
Arabic: يقلل علاج مضخة الأنسولين من عدم إدراك نقص السكر.

English: Continuous glucose monitoring integration optimizes basal-bolus algorithm.
Arabic: يُحسن تكامل مراقبة الجلوكوز المستمرة خوارزمية القاعدية والجُرع.

English: Hypoglycemia unawareness is dangerous for insulin pump users.
Arabic: عدم إدراك نقص السكر خطير لدى مستخدمي مضخة الأنسولين.

English: Carbohydrate counting is essential for insulin pump therapy.
Arabic: حساب الكربوهيدرات ضروري لعلاج مضخة الأنسولين.

English: Insulin pump therapy must integrate continuous glucose monitoring for hypoglycemia unawareness.
Arabic:","medical"

"Terms: telemedicine consultation=استشارة طبية عن بُعد - remote patient monitoring=مراقبة المريض عن بُعد - digital health platform=منصة الصحة الرقمية - virtual ICU=العناية المركزة الافتراضية - asynchronous communication=التواصل غير المتزامن

English: Telemedicine consultation reduces rural patient travel.
Arabic: تقلل الاستشارة الطبية عن بُعد من سفر المرضى الريفيين.

English: Remote patient monitoring detects deterioration early.
Arabic: تكتشف مراقبة المريض عن بُعد التدهور مبكرًا.

English: Digital health platform integrates virtual ICU workflows.
Arabic: تدمج منصة الصحة الرقمية سير العمل في العناية المركزة الافتراضية.

English: Asynchronous communication allows flexible clinician response.
Arabic: يسمح التواصل غير المتزامن باستجابة مرنة من الطبيب.

English: Telemedicine consultation must use asynchronous communication for flexible response.
Arabic:","medical"

"Terms: severe acute respiratory syndrome coronavirus 2=متلازمة الالتهاب الرئوي الحادة الشديدة الفيروس التاجي 2 - reverse transcription polymerase chain reaction=تفاعل البلمرة التفافي العكسي - viral load quantification=تقدير الحمل الفيروسي - cycle threshold value=قيمة العتبة الدورية - nasopharyngeal swab=مسحة الأنف والبلعوم

English: Severe acute respiratory syndrome coronavirus 2 is detected by reverse transcription polymerase chain reaction.
Arabic: يُكتشف متلازمة الالتهاب الرئوي الحادة الشديدة الفيروس التاجي 2 بتفاعل البلمرة التفافي العكسي.

English: Viral load quantification relies on cycle threshold value.
Arabic: يعتمد تقدير الحمل الفيروسي على قيمة العتبة الدورية.

English: Nasopharyngeal swab is the standard sampling method for COVID-19.
Arabic: مسحة الأنف والبلعوم هي الطريقة القياسية للعينة لكوفيد-19.

English: Cycle threshold value below 20 indicates high viral load.
Arabic: قيمة العتبة الدورية أقل من 20 تشير إلى حمل فيروسي عالي.

English: Severe acute respiratory syndrome coronavirus 2 must be quantified by reverse transcription polymerase chain reaction.
Arabic:","medical"

"Terms: coronavirus disease 2019=مرض الفيروس التاجي 2019 - polymerase chain reaction positivity=إيجابية تفاعل البلمرة - antigen rapid test=اختبار المستضاد السريع - confirmatory testing=اختبار التأكيد - false negative rate=معدل السلبية الكاذبة

English: Coronavirus disease 2019 diagnosis requires polymerase chain reaction positivity.
Arabic: يتطلب تشخيص مرض الفيروس التاجي 2019 إيجابية تفاعل البلمرة.

English: Antigen rapid test is used for screening, not confirmation.
Arabic: يُستخدم اختبار المستضاد السريع للفحص، وليس للتأكيد.

English: Confirmatory testing is mandated after antigen rapid test positivity.
Arabic: يُفرض اختبار التأكيد بعد إيجابية اختبار المستضاد السريع.

English: False negative rate is higher in antigen rapid tests.
Arabic: معدل السلبية الكاذبة أعلى في اختبارات المستضاد السريع.

English: Coronavirus disease 2019 must be confirmed by polymerase chain reaction after antigen rapid test.
Arabic:","medical"

"Terms: severe covid-19 pneumonia=التهاب رئة كوفيد-19 الشديد - intensive care unit admission=دخول وحدة العناية المركزة - high-flow nasal oxygen=أكسجين الأنف ذات التدفق العالي - mechanical ventilation=التنفس الصناعي - prone positioning=وضعية النوم على البطن

English: Severe COVID-19 pneumonia requires intensive care unit admission.
Arabic: يتطلب التهاب رئة كوفيد-19 الشديد دخول وحدة العناية المركزة.

English: High-flow nasal oxygen is preferred before mechanical ventilation.
Arabic: يُفضل أكسجين الأنف ذات التدفق العالي قبل التنفس الصناعي.

English: Mechanical ventilation is indicated for refractory hypoxemia.
Arabic: يُشار إلى التنفس الصناعي لنقص الأكسجة المقاوم.

English: Prone positioning improves oxygenation in severe COVID-19.
Arabic: تحسن وضعية النوم على البطن الأكسجة في كوفيد-19 الشديد.

English: Severe COVID-19 pneumonia must be managed with prone positioning before mechanical ventilation.
Arabic:","medical"

"Terms: covid-19 vaccine development=تطوير لقاح كوفيد-19 - mrna vaccine technology=تكنولوجيا لقاح الحمض النووي الريبي المرسال - spike protein antigen=مستضغ بروتين السنبلة - two-dose regimen=نظام جرعتين - booster dose=جرعة معززة

English: COVID-19 vaccine development utilized mRNA vaccine technology.
Arabic: استخدم تطوير لقاح كوفيد-19 تكنولوجيا لقاح الحمض النووي الريبي المرسال.

English: Spike protein antigen is the target of mRNA vaccines.
Arabic: مستضغ بروتين السنبلة هو الهدف من لقاحات الحمض النووي الريبي المرسال.

English: Two-dose regimen provides initial immunity against COVID-19.
Arabic: يوفر نظام جرعتين مناعة أولية ضد كوفيد-19.

English: Booster dose is recommended six months after the second dose.
Arabic: يُوصى بجرعة معززة بعد ستة أشهر من الجرعة الثانية.

English: COVID-19 vaccine development must utilize spike protein antigen for mRNA vaccines.
Arabic:","medical"

